zHD,MU
0.514,42.333196991351095
0.515,42.33827040788276
0.516,42.3433346376477
0.517,42.34838971398588
0.518,42.35343567005043
0.519,42.35847253880891
0.52,42.36350035304482
0.521,42.36851914535899
0.522,42.37352894817093
0.523,42.378529793720226
0.524,42.38352171406788
0.525,42.388504741097655
0.526,42.393478906517444
0.527,42.398444241860545
0.528,42.403400778486976
0.529,42.40834854758478
0.53,42.41328758017133
0.531,42.41821790709455
0.532,42.4231395590342
0.533,42.42805256650311
0.534,42.43295695984847
0.535,42.43785276925297
0.536,42.44274002473604
0.537,42.447618756155116
0.538,42.45248899320672
0.539,42.45735076542775
0.54,42.46220410219654
0.541,42.46704903273408
0.542,42.4718855861052
0.543,42.476713791219616
0.544,42.48153367683311
0.545,42.48634527154861
0.546,42.491148603817365
0.547,42.495943701939964
0.548,42.50073059406747
0.549,42.505509308202434
0.55,42.51027987220006
0.551,42.51504231376915
0.552,42.51979666047327
0.553,42.524542939731646
0.554,42.52928117882032
0.555,42.53401140487308
0.556,42.53873364488254
0.557,42.543447925701074
0.558,42.54815427404186
0.559,42.552852716479805
0.56,42.55754327945261
0.561,42.56222598926162
0.562,42.56690087207289
0.5630000000000001,42.571567953918034
0.5640000000000001,42.576227260695255
0.5650000000000001,42.58087881817019
0.5660000000000001,42.58552265197695
0.5670000000000001,42.590158787618876
0.5680000000000001,42.59478725046959
0.5690000000000001,42.5994080657738
0.5700000000000001,42.60402125864829
0.5710000000000001,42.60862685408266
0.5720000000000001,42.61322487694032
0.5730000000000001,42.617815351959365
0.5740000000000001,42.622398303753315
0.5750000000000001,42.626973756812085
0.5760000000000001,42.63154173550279
0.577,42.63610226407059
0.578,42.64065536663949
0.579,42.645201067213236
0.58,42.64973938967602
0.581,42.65427035779342
0.582,42.6587939952131
0.583,42.66331032546567
0.584,42.66781937196543
0.585,42.67232115801117
0.586,42.67681570678699
0.587,42.68130304136298
0.588,42.68578318469607
0.589,42.690256159630714
0.59,42.694721988899694
0.591,42.699180695124866
0.592,42.70363230081785
0.593,42.708076828380776
0.594,42.712514300107046
0.595,42.716944738182036
0.596,42.72136816468377
0.597,42.72578460158368
0.598,42.7301940707473
0.599,42.73459659393491
0.6,42.738992192802286
0.601,42.74338088890137
0.602,42.747762703680934
0.603,42.75213765848724
0.604,42.75650577456476
0.605,42.76086707305677
0.606,42.76522157500608
0.607,42.76956930135562
0.608,42.77391027294908
0.609,42.77824451053168
0.61,42.78257203475057
0.611,42.786892866155746
0.612,42.79120702520039
0.613,42.795514532241725
0.614,42.799815407541466
0.615,42.804109671266545
0.616,42.80839734348961
0.617,42.81267844418974
0.618,42.81695299325294
0.619,42.82122101047278
0.62,42.82548251555097
0.621,42.82973752809797
0.622,42.83398606763352
0.623,42.83822815358719
0.624,42.842463805299076
0.625,42.8466930420202
0.626,42.85091588291319
0.627,42.85513234705277
0.628,42.85934245342631
0.629,42.863546220934424
0.63,42.867743668391455
0.631,42.87193481452603
0.632,42.876119677981585
0.633,42.88029827731692
0.634,42.88447063100671
0.635,42.88863675744199
0.636,42.892796674930736
0.637,42.896950401698305
0.638,42.901097955888005
0.639,42.90523935556156
0.64,42.90937461869965
0.641,42.913503763202314
0.642,42.9176268068896
0.643,42.921743767501866
0.644,42.92585466270044
0.645,42.92995951006799
0.646,42.934058327108986
0.647,42.93815113125031
0.648,42.942237939841576
0.649,42.94631877015567
0.65,42.95039363938919
